fold,val_auroc,val_auprc,val_prevalence
1,0.8018215891842878,0.5856946780894211,0.2086600810289383
2,0.7905426305186092,0.5445950597229695,0.18848130106925964
3,0.7882874794195941,0.5676641058057533,0.20560085773468018
4,0.7940159866969863,0.5692894435324526,0.20376266539096832
5,0.7909209651576478,0.5544599958613678,0.18933731317520142
