fold,val_auroc,val_auprc,val_prevalence
1,0.7339815415763543,0.6308602982783412,0.38030460476875305
2,0.7267653550820513,0.6259011660268149,0.37029165029525757
3,0.738793709020098,0.6425462431763407,0.3837335705757141
4,0.7254202858975634,0.6171207117090447,0.3704400658607483
5,0.7349425503159028,0.6268796304502657,0.3685508966445923
