fold,val_auroc,val_auprc,val_prevalence
1,0.7209319287100162,0.4363359929430758,0.2086600810289383
2,0.7150585177128891,0.39273205317867116,0.18848130106925964
3,0.7167563279939682,0.4198204723094644,0.20560085773468018
4,0.7110903208492365,0.40711727345869964,0.20376266539096832
5,0.7247787569723325,0.4236015217449517,0.18933731317520142
