fold,epoch,train_loss,train_auroc,train_auprc,val_loss,val_auroc,val_auprc,pos_weight
1,1,0.7930952505843007,0.6953544772905246,0.5772032190275511,0.7712635097199778,0.7263513507245215,0.6170192652174069,1.6790983007936122
1,2,0.7327688772363898,0.7576176178190251,0.6570217850137146,0.7641425592367349,0.7339815415763543,0.6308602982783412,1.6790983007936122
1,3,0.6723047919256998,0.8055744441160014,0.7173608716462636,0.7866997562109781,0.7262819349617209,0.6260309527012222,1.6790983007936122
2,1,0.7910215414465354,0.6944761379878444,0.5761009573268234,0.7643978673307913,0.722071504636677,0.612216145202678,1.661463887542414
2,2,0.7318064433492364,0.7564244411381092,0.652410278249006,0.7597502319497935,0.7296597530162587,0.6245579998975797,1.661463887542414
2,3,0.671377687904868,0.8045565086347902,0.7146580472995872,0.7774964717411844,0.7267653550820513,0.6259011660268149,1.661463887542414
3,1,0.7953658348775842,0.6949483944475647,0.5709350302746432,0.7680790465775676,0.7318152308239068,0.6319559570366823,1.6855447680690399
3,2,0.7358593554902828,0.7562279365588809,0.6491483443694954,0.760446930687564,0.738793709020098,0.6425462431763407,1.6855447680690399
3,3,0.6760428688031155,0.8039021480471082,0.7100103251982949,0.7856163957905529,0.7330956938095126,0.6371021678352874,1.6855447680690399
4,1,0.7910985879227628,0.6946542226808927,0.5752927929230451,0.7685849353558906,0.7180606214829226,0.602836956562152,1.6616095307561392
4,2,0.7297979207353891,0.7582730668312598,0.6542239492501252,0.7640264149546002,0.7254202858975634,0.6171207117090447,1.6616095307561392
4,3,0.6666853408721483,0.8079932556702724,0.7141298173954149,0.7993302095053716,0.7193954115390018,0.6118237784338092,1.6616095307561392
5,1,0.7917364566690619,0.6936231731409674,0.576254830084321,0.7580655362408649,0.7274212127765357,0.6108926570194317,1.6582702387885848
5,2,0.7313619768520941,0.7560973516249117,0.6549749596752472,0.7487321080105129,0.7365971816750185,0.6259127881835739,1.6582702387885848
5,3,0.6724991978452156,0.8035684483598685,0.7141448396469184,0.759406805951055,0.7349425503159028,0.6268796304502657,1.6582702387885848
