fold,epoch,train_loss,train_auroc,train_auprc,val_loss,val_auroc,val_auprc,pos_weight
1,1,1.053850382025865,0.6555634229586111,0.32495591620168973,1.0286960618226877,0.7035097842095334,0.41054508843777904,4.0825115353297745
1,2,0.9355892395628164,0.7604286333667266,0.46644726391783764,1.0112230665481339,0.7209319287100162,0.4363359929430758,4.0825115353297745
1,3,0.7949425019927941,0.840527039766084,0.603684164158437,1.0795398381070964,0.7104077575307015,0.4279593135513873,4.0825115353297745
2,1,1.0470661218877872,0.656515957314072,0.33724439978950127,0.9841334461569912,0.69599097419934,0.34814077423622747,3.952693249387898
2,2,0.9307833885678877,0.7602491547264183,0.474311655263083,0.958359793845192,0.7192011875378017,0.3917040857292311,3.952693249387898
2,3,0.7962592150446078,0.8381638556677866,0.6065987328651721,0.9998219691304551,0.7150585177128891,0.39273205317867116,3.952693249387898
3,1,1.0521499779663228,0.6570123073472318,0.32306120706044933,1.0309372032166204,0.6975311360384064,0.3824592294118607,4.059930437884598
3,2,0.938714981383759,0.7580808291629757,0.46037323743947434,1.0134439999226432,0.7167563279939682,0.4198204723094644,4.059930437884598
3,3,0.8023369363237701,0.8368504208900648,0.5832964099029945,1.056998349123498,0.7078134915139486,0.413962269908424,4.059930437884598
4,1,1.0483174297150732,0.6605681743770621,0.3356890337109133,1.031578174617287,0.6901465066422128,0.3712057555628681,4.047534743737275
4,2,0.9317554513317914,0.761616453184371,0.4736822823415113,1.0211954671291126,0.7110903208492365,0.40711727345869964,4.047534743737275
4,3,0.790482036390733,0.8425414518764278,0.6015040400926526,1.0842609447956775,0.7029042802875399,0.4015012729844434,4.047534743737275
5,1,1.0471151334807056,0.6567169717351571,0.3306920085166041,0.9728035304468122,0.7140272535760332,0.3988743085065708,3.958788090456649
5,2,0.9330969811432495,0.7590028314642867,0.4625930624931435,0.9580057305673304,0.7247787569723325,0.4236015217449517,3.958788090456649
5,3,0.7918974698023321,0.8397210674908453,0.5965983144652387,1.0255205862776173,0.7112196209639032,0.40582240554550547,3.958788090456649
