fold,epoch,train_loss,train_auroc,train_auprc,val_loss,val_auroc,val_auprc,pos_weight
1,1,1.0659036264212105,0.636415782238118,0.30837392383279755,1.0155521685378852,0.7172446798624662,0.4263663440840145,4.0825115353297745
1,2,0.9335786315959662,0.7620267338086,0.4768166014492152,0.972748428101512,0.7488128426726142,0.48062485418164747,4.0825115353297745
1,3,0.7794613312213484,0.8467488499557054,0.6271659366432525,1.019454055453501,0.745562145007364,0.48266954669891426,4.0825115353297745
2,1,1.059019496067552,0.6379872420691742,0.31613437931006677,0.9781717025443869,0.7045671571592925,0.3566897767874527,3.952693249387898
2,2,0.932460290672066,0.7590837027542388,0.4786648500208662,0.9195570887574543,0.7508126694897979,0.441552005496107,3.952693249387898
2,3,0.7724971151884003,0.8485896822199079,0.6306980997485055,0.957467021423352,0.7436439847128038,0.43314198858491215,3.952693249387898
3,1,1.0649641887752552,0.6387962094125296,0.30341028460556063,1.0256286609261562,0.7040013233008663,0.3832578777637121,4.059930437884598
3,2,0.937066533617334,0.7599985099340045,0.46375501236231575,0.9760855473850011,0.7408623920971241,0.4591808915025573,4.059930437884598
3,3,0.7591924867486795,0.8564650067457115,0.6340927681475041,1.0419732953673007,0.7337356475711274,0.4459840042247332,4.059930437884598
4,1,1.0628873213886785,0.6390327976969359,0.31362646132980526,1.0256974394173077,0.6963528629052246,0.36816458022313264,4.047534743737275
4,2,0.921559328173417,0.7696318434041891,0.48734547675847983,0.9935214009195265,0.73786128714042,0.44231109241255157,4.047534743737275
4,3,0.739751905530042,0.864555035803764,0.6559141927145892,1.0678204373581883,0.730093160209304,0.43918299134912003,4.047534743737275
5,1,1.058516697502593,0.6383334820651911,0.3094414906087315,0.9668893517654674,0.7209180042476021,0.40609973034960545,3.958788090456649
5,2,0.9317859341468406,0.7601309571490102,0.46069810633261776,0.9315837044097816,0.7467539744523307,0.4588745903409481,3.958788090456649
5,3,0.7571327683570601,0.8553197344656829,0.6275719940582006,1.0063608455712265,0.7418738038352533,0.45386150452818314,3.958788090456649
