fold,val_auroc,val_auprc,val_prevalence
1,0.7556709755927405,0.6611568068013768,0.38030460476875305
2,0.7511249255505974,0.6575785642264081,0.37029165029525757
3,0.7632068133643701,0.6789112880130374,0.3837335705757141
4,0.7528047775869564,0.6588292388498712,0.3704400658607483
5,0.7627737210587994,0.6646740572038904,0.3685508966445923
