fold,val_auroc,val_auprc,val_prevalence
1,0.745562145007364,0.48266954669891426,0.2086600810289383
2,0.7508126694897979,0.441552005496107,0.18848130106925964
3,0.7408623920971241,0.4591808915025573,0.20560085773468018
4,0.73786128714042,0.44231109241255157,0.20376266539096832
5,0.7467539744523307,0.4588745903409481,0.18933731317520142
